labels,polynomials,possibly nonmaximal primes,probably nonmaximal primes,torsion primes
14592.c.554496.1,"[[-1, 1, -4, 1, -4, 0, -1], [1, 1, 1, 1]]",,{2},{2}
14592.d.933888.1,"[[6, -14, 1, 12, 0, -4, -1], []]",,{2},{2}
14600.a.29200.1,"[[0, 1, 1, -1, -3, 2], [0, 1]]",,{2},{2}
14601.a.131409.1,"[[0, -1, -2, 1, 2], [0, 1, 1, 1]]",,{2},{}
14603.a.14603.1,"[[-8, -1, 7, 0, -3], [0, 1, 0, 1]]",,{2},{2}
14609.a.14609.1,"[[-1, 4, -5, 1, 0, 1], [0, 1]]",,{2},{}
14615.a.14615.1,"[[-5, 0, 9, 4, -2, -1], [1, 1, 1]]",,{2},{2}
14619.a.482427.1,"[[-1, 9, -40, 49, 13, 3], [1, 1, 1]]",,{2},{2}
14623.a.102361.1,"[[0, -1, -10, 21, -9, 1], [0, 1, 1]]",,{2},{2}
14624.a.233984.1,"[[1, -2, 3, -3, 1], [0, 0, 0, 1]]",,{2},{}
14627.a.14627.1,"[[0, 1, 1, -3, 4, -2], [1, 1, 0, 1]]",,{},{}
14632.a.907184.1,"[[-1, 0, 2, 0, -4, 2], [1, 1]]",,{2},{2}
14634.a.87804.1,"[[-1, 1, -3, 1, 0, -1, 1], [1, 1, 1]]",,{2},{2}
14634.b.117072.1,"[[0, 1, 1, -4, -3, 1], [1, 1]]",,{2},{2}
14639.a.14639.1,"[[0, 1, 0, 2, 0, 1], [1, 1, 1]]",,{2},{}
14640.a.219600.1,"[[-1, -2, -3, -2, -2], [0, 1, 0, 1]]",,{2},{2}
14643.a.43929.1,"[[-1, 1, -2, 0, -1], [1, 1, 1, 1]]",,{},{}
14654.a.29308.1,"[[-1, 4, -4, -3, 3, 1], [0, 1, 1]]",,{2},{2}
14654.b.29308.1,"[[-1, -4, 0, 13, 7, 1], [0, 1, 1]]",,{2},{2}
14654.c.468928.1,"[[1, 5, 7, 0, -5, -1], [0, 1, 1]]",,"{2, 3}","{2, 3}"
14656.a.29312.1,"[[-1, -1, 16, 32, 8, -8, 1], [0, 1]]",,{2},{2}
14656.b.58624.1,"[[5, 7, -2, -5, 0, 1], []]",,{2},{2}
14656.c.937984.1,"[[0, 1, -3, -4, 1, 1], []]",,{2},{2}
14661.a.14661.1,"[[0, -1, 2, -4, 4, -3, 1], [0, 1]]",,{2},{}
14663.a.14663.1,"[[-7, 29, 21, -7, -6], [1, 1, 0, 1]]",,{2},{}
14663.b.14663.1,"[[-1, 2, -1, -3, -1, 1], [1, 1, 0, 1]]",,{2},{}
14677.a.14677.1,"[[0, 1, 2, 1, -1, -1], [1, 1, 0, 1]]",,{},{}
14684.a.58736.1,"[[0, 1, 2, 0, 0, 1], [1, 0, 0, 1]]",,{2},{}
14686.a.102802.1,"[[0, -1, -1, 0, -1, 1], [0, 1, 1]]",,{2},{2}
14688.a.29376.1,"[[-1, 3, -3, 0, -1, 2], [1]]",,{2},{2}
14690.a.470080.1,"[[1, 0, -1, 0, 2, 1], [1, 0, 0, 1]]",,{2},{}
14696.a.470272.1,"[[0, 0, 1, -1, 0, -2, 1], [1, 1]]",,"{2, 3}",{3}
14703.a.132327.1,"[[0, -1, -2, 0, 5, 6, 1], [1, 1, 0, 1]]",,"{2, 3}",{3}
14705.a.14705.1,"[[0, 2, 4, 0, -3, -1, 1], [1]]",,{},{}
14705.b.14705.1,"[[0, -1, -1, 0, 0, 0, 1], [1, 1, 1]]",,"{2, 3}",{3}
14709.a.132381.1,"[[1, -2, 3, -1, 0, 1], [1]]",,{2},{}
14719.a.603479.1,"[[-21, -2, 34, -19, 0, 1], [0, 1, 1]]",,{2},{2}
14720.a.29440.1,"[[1, -3, 2, 0, 0, 1], []]",,{2},{2}
14720.b.29440.1,"[[1, 2, 0, -2, -1, 1], []]",,{2},{2}
14721.a.44163.1,"[[0, 1, 0, -3, -1, 3], [0, 1]]",,{2},{2}
14721.b.397467.1,"[[-1, 2, -1, -1, 2, 1], [0, 1]]",,{2},{2}
14724.a.88344.1,"[[0, -1, 1, 0, -1, -1], [1, 1, 0, 1]]",,{},{}
14725.a.14725.1,"[[0, 0, 0, 4, 8, 5, 1], [1, 1]]",,{2},{}
14731.a.14731.1,"[[0, 1, -2, -1, 0, 1], [1, 0, 1]]",,{2},{2}
14731.b.14731.1,"[[-1, -4, -6, -5, -4, 1], [1, 1, 1]]",,{2},{}
14731.c.14731.1,"[[1, 0, 0, 1], [1, 1, 0, 1]]",,{},{}
14731.d.14731.1,"[[0, -1, 3, -2, -1, 1], [0, 1]]",,{2},{2}
14736.a.176832.1,"[[0, 2, 1, -2, -2], [0, 1, 0, 1]]",,{2},{2}
14750.a.14750.1,"[[1, 3, 4, -1, -3, 1], [1, 1]]",,"{2, 3}",{3}
14752.a.29504.1,"[[0, 1, 0, -1], [1, 1, 1, 1]]",,{2},{}
14763.a.841491.1,"[[0, 0, -17, 45, -22, 3], [1, 1]]",,{2},{2}
14769.a.398763.1,"[[0, 1, 4, 3, 2, 1], [0, 1]]",,{2},{2}
14773.a.14773.1,"[[-6, 0, 2, 0, 0, -1], [1, 1, 0, 1]]",,{},{}
14781.a.44343.1,"[[-1, -4, -4, 4, 7, 3], [1, 1, 1]]",,{2},{2}
14785.a.14785.1,"[[0, 0, 1, 1, 0, 1], [1, 1]]",,{2},{}
14789.a.14789.1,"[[-1, 1], [0, 0, 0, 1]]",,{},{}
14789.b.14789.1,"[[0, 0, 0, 0, -1, 1], [1, 1, 1]]",,{2},{}
14792.b.118336.1,"[[0, 0, 0, -1, 1, -2, 1], [1, 1]]",,{2},{}
14794.a.14794.1,"[[-1, 1, 0, -1, 0, 1], [0, 1, 0, 1]]",,{},{}
14798.a.14798.1,"[[0, 0, 0, 4, 4, 1], [1, 1]]",,{2},{}
14800.a.236800.1,"[[1, 2, 1, -2, -3, 0, 1], [0, 1, 0, 1]]",,"{2, 3}",{}
14815.a.370375.1,"[[-6, 11, -6, 1, -1], [1, 0, 0, 1]]",,{2},{}
14821.a.14821.1,"[[0, 1, 3, 2, 0, 1], [1, 1]]",,{2},{}
14825.a.14825.1,"[[1, -3, 1, 0, -1], [1, 1, 0, 1]]",,"{2, 3}",{}
14828.a.118624.1,"[[16, 0, 0, 10, 6, 1], [0, 1, 1]]",,{2},{}
14840.a.207760.1,"[[8, -14, 10, -1, -3], [0, 0, 1, 1]]",,{2},{2}
14842.a.59368.1,"[[0, 2, 7, 4, -3, 1], [1, 1]]",,{2},{}
14846.a.14846.1,"[[-1, 10, 0, -7, -1, 1], [1, 0, 0, 1]]",,{2},{2}
14848.a.14848.1,"[[0, 0, 0, -2, 0, 2, -1], [1, 1]]",,{2},{}
14848.b.14848.1,"[[-2, 0, 0, -2, 0, 1], [0, 0, 0, 1]]",,{2},{2}
14848.c.14848.1,"[[2, 4, -2, -4, 0, 1], [0, 0, 0, 1]]",,{2},{2}
14848.d.59392.1,"[[-2, -4, -4, -2], [0, 0, 1, 1]]",,{2},{}
14848.e.950272.1,"[[-2, 4, -1, -6, 1, 2], []]",,{2},{2}
14848.f.950272.1,"[[2, 4, 1, -6, -1, 2], []]",,{2},{2}
14855.a.74275.1,"[[0, 0, -2, 0, 1, -1], [1, 1]]",,{2},{2}
14859.a.133731.1,"[[-2, 6, -7, 1, 0, 1], [1, 1]]",,{2},{2}
14861.a.14861.1,"[[2, 3, 12, 42, 39, 6], [0, 1, 0, 1]]",,{2},{2}
14862.a.535032.1,"[[19, 20, 10, 3, 3], [1, 0, 0, 1]]",,{2},{2}
14863.a.14863.1,"[[1, -1, 1, -1, 1], [0, 0, 0, 1]]",,{},{}
14864.a.14864.1,"[[-1, -2, -1, 1, 1], [0, 0, 1, 1]]",,{2},{}
14864.b.237824.1,"[[2, -2, -3, 1, 1], [0, 0, 1, 1]]",,"{2, 3}",{3}
14873.a.14873.1,"[[-4, 4, -2, 0, 1, -1], [1, 0, 0, 1]]",,{2},{}
14880.a.357120.1,"[[-2, -1, 1, 0, 4, -4, 1], []]",,{2},{2}
14882.a.29764.1,"[[0, 1, 1, -3, -1, 1], [0, 1, 1]]",,{2},{2}
14886.a.59544.1,"[[-4, 6, 1, -5, 0, 1], [0, 1, 1]]",,{2},{2}
14890.a.29780.1,"[[0, 0, 0, -2, -1, 1, 1], [1, 1]]",,{2},{}
14891.a.14891.1,"[[0, 1, -1, -3, 0, 1], [1, 1, 1]]",,{2},{}
14899.a.14899.1,"[[0, 4, 23, 55, 44, 1], [1]]",,{2},{}
14899.b.14899.1,"[[0, -1, 4, -3, -1, 1], [1]]",,{2},{}
14902.a.14902.1,"[[0, 1, 1, 1, -3, 1], [1, 1]]",,{2},{}
14904.a.89424.1,"[[0, -1, -3, 0, 4, 2], [0, 1]]",,{2},{2}
14904.b.89424.1,"[[0, 0, -3, -1, 4, 2], [1, 1]]",,{2},{2}
14904.c.804816.1,"[[0, 0, -3, -3, 6, 6], [1, 1]]",,{2},{2}
14904.d.804816.1,"[[0, 3, -10, -9, 8, 6], [0, 1]]",,{2},{2}
14906.a.29812.1,"[[1, 7, -4, 15, -8, 1], [0, 1, 1]]",,{2},{2}
14906.b.29812.1,"[[1, 23, 174, 418, -124, 1], [0, 1, 1]]",,{2},{2}
14907.a.14907.1,"[[0, 2, 8, 8, -3, 1], [1, 1]]",,{2},{}
14909.a.14909.1,"[[-2, 1, -2, 0, -2, 1, -1], [1, 1, 0, 1]]",,{},{}
14910.a.447300.1,"[[-3, -1, -1, 2, 1, 1], [0, 1, 1]]",,{2},{2}
14912.b.29824.1,"[[-1, -2, -1, -1, -1], [0, 0, 0, 1]]",,"{2, 3}",{}
14913.a.44739.1,"[[0, -1, -1, 3, 1, 3], [1, 0, 1]]",,{2},{2}
14918.a.14918.1,"[[0, 0, -4, 0, 7, 5, 1], [1, 1]]",,{},{}
14925.a.74625.1,"[[-1, 5, -10, 3, 5, 0, -1], [1, 0, 0, 1]]",,{2},{2}
14932.a.955648.1,"[[1, 3, 0, -5, -1, 1], [0, 1, 1]]",,{2},{2}
14955.a.224325.1,"[[0, 1, -16, 77, -124, 15], [0, 1]]",,{2},{2}
14960.a.658240.1,"[[0, -3, 6, 1, -6, 2], [1, 1]]",,{2},{2}
14963.a.14963.1,"[[0, -1, -3, 1, 3, 1], [0, 1]]",,{2},{2}
14976.a.29952.1,"[[1, 2, 0, -2, 0, 1], []]",,{2},{2}
14979.a.44937.1,"[[-1, -1, 0, 1, 0, -1], [1, 0, 0, 1]]",,{2},{}
14979.b.44937.1,"[[-11, 0, -3, 7, -1, -1], [1, 1, 1]]",,{2},{}
14982.a.134838.1,"[[7, 1, 13, 3, 3], [0, 1, 1, 1]]",,{2},{2}
14985.a.224775.1,"[[-7, 15, -7, -7, 3, 2], [1, 0, 0, 1]]",,"{2, 3}",{2}
14988.a.59952.1,"[[-3, 6, 2, -7, 0, 1], [0, 0, 1, 1]]",,{2},{}
14992.a.14992.1,"[[0, 1, 1, 0, -2, 1], [1, 0, 1]]",,{2},{}
14992.b.59968.1,"[[0, 0, -2, 3, -3, 2, -1], [1, 1]]",,{2},{}
14998.a.29996.1,"[[1, 3, 1, -3, -1, 1], [0, 1]]",,{2},{}
15003.a.15003.1,"[[-32, 32, 6, -11, 0, 1], [1]]",,{2},{}
15003.b.135027.1,"[[-2, -5, -6, -4, 0, 1], [0, 0, 0, 1]]",,{2},{}
15004.a.960256.1,"[[0, 0, -3, -5, 0, -2], [1, 1, 1]]",,"{2, 7}",{7}
15008.a.120064.1,"[[0, -1, 1, -3, 2, -2, 1], [0, 1]]",,{2},{}
15019.a.15019.1,"[[0, 0, 0, 2, -3, 1], [1]]",,{2},{}
15028.a.30056.1,"[[-2, -2, -3, -1], [1, 0, 1, 1]]",,{},{}
15032.a.30064.1,"[[-1, 4, -3, -5, 4, 2], [0, 1]]",,{2},{2}
15036.a.15036.1,"[[0, 0, -1, -5, 4, -1], [1, 1, 1]]",,{2},{}
15037.a.15037.1,"[[-2, -2, -4, -1, -1, 1], [1]]",,{2},{}
15040.a.120320.1,"[[-3, -5, 3, 6, -1, -1, -1], [0, 1, 0, 1]]",,{2},{2}
15050.a.647150.1,"[[-1, -4, -8, -8, -3, 1], [0, 1, 1]]",,{2},{2}
15060.a.60240.1,"[[1, 0, -2, 0, 2, 1], [1, 0, 0, 1]]",,{2},{}
15061.a.15061.1,"[[0, 0, -6, -14, -7, -1], [1, 1]]",,{2},{}
15063.a.45189.1,"[[0, 1, -8, 13, 14, 3], [0, 1]]",,{2},{2}
15064.a.482048.1,"[[0, 0, 1, 1, 4, 0, 4], [1, 1]]",,{2},{2}
15065.a.15065.1,"[[0, -1, 0, 1, -2, 0, 1], [1, 1, 0, 1]]",,"{2, 3}",{3}
15066.a.15066.1,"[[7, 1, 2, -5, -1, 1], [1, 0, 0, 1]]",,{},{}
15066.b.813564.1,"[[1, 4, 4, 1, -1, -1], [1, 0, 0, 1]]",,{2},{2}
15066.c.964224.1,"[[-1, 0, 3, -3, 0, 1], [1, 0, 0, 1]]",,{7},{7}
15068.a.120544.1,"[[0, -1, 0, 2, -2, 1], [1, 0, 0, 1]]",,{2},{}
15073.a.15073.1,"[[9, 6, 7, 3, 2], [1, 0, 1, 1]]",,{},{}
15073.b.15073.1,"[[2, 1, 2, 1, 1], [1, 0, 1, 1]]",,{},{}
15089.a.15089.1,"[[0, 0, 2, 0, 1], [1, 0, 0, 1]]",,{},{}
15091.a.15091.1,"[[1, 2, 1, 0, 1, 1], [1, 0, 0, 1]]",,{2},{}
15092.a.241472.1,"[[0, 4, 9, 8, -7, 1], [0, 1, 1]]",,{2},{2}
15095.a.15095.1,"[[0, 0, -2, 0, -1, 1], [1, 1, 1]]",,{2},{}
15096.a.90576.1,"[[0, -3, -5, 20, -12, 2], [0, 1]]",,{2},{2}
15104.a.15104.1,"[[0, -1, 2, -1, 1], [0, 1, 0, 1]]",,{2},{}
15104.b.241664.1,"[[0, -1, 1, -2, 1, 1], []]",,{2},{2}
15104.b.483328.1,"[[4, 20, 31, 8, -8, 1], []]",,{2},{2}
15104.c.966656.1,"[[0, 1, -5, 0, 3, 1], []]",,{2},{2}
15104.d.966656.1,"[[1, 3, 2, -3, -1], [0, 1, 0, 1]]",,{2},{}
15105.a.135945.1,"[[0, 0, -9, 16, -8, 1], [1, 1, 1]]",,{2},{2}
15106.a.60424.1,"[[5, -7, 3, 1, -2], [1, 0, 0, 1]]",,{2},{2}
15108.a.60432.1,"[[-2, 5, 2, -3, 0, 1], [1, 0, 0, 1]]",,{},{}
15120.a.75600.1,"[[-1, 1, -1, -2, 2, 0, -1], [1, 1]]",,"{2, 3}",{2}
15120.b.302400.1,"[[-1, 3, 0, -10, 3, 10], [1]]",,{2},{2}
15120.c.408240.1,"[[-6, -19, 5, 34, -7, -18, 7], [0, 1]]",,{2},{2}
15120.d.967680.1,"[[-3, -6, -3, -1, -1], [0, 0, 0, 1]]",,"{2, 3}",{}
15121.a.15121.1,"[[1, 4, 6, 3], [1, 1, 0, 1]]",,{2},{}
15122.a.483904.1,"[[-11, 19, -3, -7, 0, 1], [0, 1, 0, 1]]",,"{2, 3}",{}
15126.a.968064.1,"[[1, 7, 16, 12, -1, 1], [0, 1]]",,"{2, 7}",{7}
15127.a.105889.1,"[[-4, 9, -9, 7, -7, 1], [1, 1, 1]]",,{2},{2}
15131.a.15131.2,"[[-1, -8, 0, 10, -6, 1], [0, 1]]",,{2},{2}
15131.a.15131.1,"[[-31, 16, -16, 8, -2, 1], [0, 1]]",,{2},{2}
15136.a.121088.1,"[[0, 0, -1, -1, 0, 0, 1], [1]]",,{2},{}
15136.b.484352.1,"[[0, 1, -2, 1, 2, -2, 1], [0, 1]]",,"{2, 3}","{2, 3}"
15145.a.984425.1,"[[-10, 11, 4, -6, -1, 1], [1, 0, 0, 1]]",,{2},{2}
15149.a.15149.1,"[[-6, -2, 7, 0, -3], [1, 1, 0, 1]]",,{},{}
15149.b.15149.1,"[[0, 0, -8, 15, -7, 1], [1, 1]]",,{2},{}
15158.a.15158.1,"[[10, 74, 203, 245, 110, 1], [0, 1]]",,"{2, 3}",{3}
15158.b.60632.1,"[[0, 0, -3, 1, 1, 1], [1, 1]]",,{2},{}
15158.c.242528.1,"[[148, 62, 19, 16, 0, 1], [0, 1, 1]]",,{2},{2}
15162.a.106134.1,"[[12, -14, 10, -5, -2, 1], [1, 0, 0, 1]]",,{2},{2}
15164.a.515576.1,"[[-16, 8, 17, -9, -3, 1], [1, 0, 0, 1]]",,{2},{2}
15168.a.91008.1,"[[-1, -1, -4, -3, -4, -2, -1], [0, 1]]",,"{2, 3}","{2, 3}"
15168.b.364032.1,"[[7, 4, 7, 3, 2], [0, 0, 1, 1]]",,{2},{2}
15169.a.15169.1,"[[1, -1, 1, 0, -1], [0, 0, 0, 1]]",,{},{}
15172.a.60688.1,"[[1, 1, -1, 0, 1, -1], [1, 0, 0, 1]]",,{2},{}
15192.a.60768.1,"[[15, 27, -2, -17, -3], [0, 1, 0, 1]]",,{2},{2}
15200.a.972800.1,"[[-3, -8, -7, -3], [0, 0, 1, 1]]",,{2},{2}
15208.a.973312.1,"[[2, -4, 4, 0, -3], [0, 1, 0, 1]]",,"{2, 7}",{7}
15219.a.45657.1,"[[3, -6, -11, 10, 21, 3], [0, 1, 1]]",,{2},{2}
15222.a.136998.1,"[[2, -3, 4, 0, -2], [1, 0, 0, 1]]",,{3},{3}
15225.a.15225.1,"[[-1, 1, 1, 1, 1], [1, 0, 1, 1]]",,"{2, 3}",{3}
15231.a.411237.1,"[[-2, 9, 0, -6, 0, 1], [0, 0, 1]]",,{2},{2}
15231.b.411237.1,"[[0, 6, 55, 144, -80, 9], [1, 1]]",,{2},{2}
15231.c.411237.1,"[[0, 1, 7, -4, -13, 9], [0, 1]]",,"{2, 5}","{2, 5}"
15232.a.426496.1,"[[1, -1, 6, -4, 12, -4, 7], [0, 1]]",,{2},{2}
15232.b.517888.1,"[[-4, 17, -21, 0, 7, 1], [1, 0, 1]]",,{2},{2}
15242.a.243872.1,"[[1, 4, 2, -4, -1, 1], [1, 1]]",,{2},{}
15256.a.122048.1,"[[0, 1, 2, 0, -1, 0, 1], [1, 1]]",,{},{}
15257.a.289883.1,"[[-1, 5, -9, 1, -2, 1], [1, 0, 1]]",,{2},{2}
15264.a.91584.1,"[[2, -2, -2, 0, 1, 1], [0, 0, 0, 1]]",,{2},{2}
15267.a.106869.1,"[[8, 7, -1, 1, 0, -1], [1, 0, 0, 1]]",,{2},{2}
15274.a.106918.1,"[[0, 0, 1, 4, 3, 1], [1, 1]]",,{2},{}
15286.a.978304.1,"[[1, 1, 1, 3, -4, 1], [1, 1]]",,"{2, 7}",{7}
15294.a.45882.1,"[[-1, 5, -7, 0, 1, 1], [0, 1, 1]]",,{2},{2}
15299.a.15299.1,"[[0, -2, 0, 0, 1, -1], [1, 0, 0, 1]]",,{},{}
15303.a.45909.1,"[[0, 1, 2, 3, 0, -3, 1], [1]]",,{},{}
15304.a.122432.1,"[[4, -16, 5, 44, -46, 2], [0, 1]]",,{2},{2}
15307.a.15307.1,"[[0, 1, -2, -1, 2, 1], [1]]",,{2},{}
15316.a.980224.1,"[[4, -8, -2, 3, 6, 1], [0, 0, 1]]",,{2},{}
15317.a.15317.1,"[[1, 1, -1, -2, 0, 1], [1]]",,{2},{}
15317.b.260389.1,"[[0, -1, -4, 17, -8, 1], [0, 1]]",,{2},{2}
15322.a.30644.1,"[[1, 7, 15, 7, -7, 1], [0, 1]]",,{2},{}
15330.a.107310.1,"[[1, 0, 2, 0, 1, 1], [1, 0, 0, 1]]",,{2},{2}
15334.a.521356.1,"[[4, -9, 0, 9, -4], [0, 0, 1, 1]]",,{2},{2}
15340.a.797680.1,"[[-6, -5, 9, 0, -4, 1], [1, 1, 1]]",,{2},{2}
15344.a.30688.1,"[[-1, -1, -1, -1, -1], [0, 1, 0, 1]]",,{2},{}
15344.b.122752.1,"[[0, 2, 7, 4, -3, 2], [1, 1]]",,{2},{}
15351.a.138159.1,"[[2, 3, 5, 2, 2], [1, 0, 1, 1]]",,{},{}
15357.a.15357.1,"[[0, -1, 0, 0, 0, 0, -1], [1, 1, 0, 1]]",,{},{}
15360.c.61440.1,"[[0, -1, -2, -1, 0, 1], []]",,{2},{2}
15360.e.61440.1,"[[0, -1, 2, -1, 0, 1], []]",,{2},{2}
15360.e.245760.1,"[[-24, 28, 11, -18, 0, 2], [0, 0, 0, 1]]",,{2},{2}
15360.g.61440.1,"[[0, 2, -4, -1, 3, 1], []]",,{2},{2}
15363.a.15363.1,"[[0, 1, -3, -3, 1, 1], [0, 1]]",,{2},{2}
15366.a.15366.1,"[[3, -3, -3, 2], [0, 1, 0, 1]]",,{2},{}
15371.a.15371.1,"[[0, -2, 4, 1, -4, 1], [1]]",,{2},{}
15371.b.15371.1,"[[-10, 3, 10, -1, -3], [0, 0, 0, 1]]",,{2},{}
15376.a.15376.1,"[[1, -2, 4, -4, 4, -2, 1], [1, 0, 1]]",,{2},{2}
15376.a.984064.1,"[[0, -1, -9, -22, -11, 4], [0, 1]]",,{2},{2}
15376.b.476656.1,"[[7, 8, 4, -2, -3], [0, 1, 0, 1]]",,{2},{2}
15376.d.984064.1,"[[0, 0, -4, 2, 5, -4], [1, 1]]",,{2},{2}
15379.a.107653.1,"[[-2, 5, -1, -4, 0, 1], [0, 0, 0, 1]]",,"{2, 5}",{}
15380.a.307600.1,"[[0, 1, 0, -2, 2, -2, 1], [0, 1]]",,{2},{}
15394.a.123152.1,"[[0, 7, -17, 1, 9, 3], [1, 0, 0, 1]]",,{},{}
15404.a.492928.1,"[[0, 0, 4, 3], [1, 0, 0, 1]]",,{},{}
15408.a.739584.1,"[[0, 3, -1, 1], [0, 1, 0, 1]]",,{2},{2}
15416.a.30832.1,"[[0, -1, -1, -1, -2], [0, 1, 0, 1]]",,{2},{2}
15416.b.61664.1,"[[286, 128, -56, -32, 0, 2], [0, 1, 0, 1]]",,{2},{2}
15418.a.15418.1,"[[-1, 1, 0, 1], [0, 1, 1, 1]]",,{},{}
15420.a.61680.1,"[[-1, -1, 2, 2], [1, 0, 0, 1]]",,{2},{2}
15423.a.46269.1,"[[-1, 6, 7, -1, -3], [0, 1, 0, 1]]",,{2},{}
15425.a.77125.1,"[[0, 2, 4, 1, -2, 1], [1]]",,{2},{}
15427.a.15427.1,"[[0, 5, 35, 55, -19, 1], [1, 1, 1]]",,{2},{}
15432.a.30864.1,"[[-1, 1, 1, -3, -1, 2], [1, 1]]",,{2},{2}
15433.a.15433.1,"[[1, -2, 0, 1, -1], [1, 1, 0, 1]]",,"{2, 3}",{3}
15434.a.123472.1,"[[0, 1, 3, -5, -1, 1], [1, 0, 0, 1]]",,{2},{}
15439.a.15439.1,"[[0, 0, 1, -3, -3], [1, 1, 0, 1]]",,{},{}
15450.a.834300.1,"[[0, -2, 1, 0, -2, 1], [0, 1, 1]]",,{2},{2}
15452.a.123616.1,"[[1, -1, -1, 1, 0, -1], [0, 1, 1]]",,{2},{2}
15453.a.139077.1,"[[-1, 0, 5, -1, -9, 1, 4], [1, 1]]",,{2},{2}
15455.a.170005.1,"[[0, -1, 0, -2, 1], [0, 1, 0, 1]]",,{2},{}
15456.a.865536.1,"[[1, 1, 0, 2, 0, 1], []]",,{2},{2}
15456.b.865536.1,"[[1, 0, 0, 0, 1, 1], []]",,{2},{2}
15459.a.15459.1,"[[0, 0, 0, -1, -1, 1], [1]]",,{2},{}
15466.a.30932.1,"[[0, 0, 0, -2, 2, -1], [1, 1]]",,{2},{2}
15470.a.216580.1,"[[-1, 0, 6, 0, -8, 2], [0, 1, 1]]",,{2},{2}
15471.a.417717.1,"[[0, -2, 1, 13, 7, 1], [1]]",,{2},{}
15474.a.15474.1,"[[0, 0, -2, -2, 3, 1, 1], [1, 1]]",,{},{}
15475.a.77375.1,"[[0, -1, -1, 0, 0, 1], [0, 1, 1]]",,{2},{2}
15477.a.510741.1,"[[2, -3, 0, -1, 1], [0, 0, 1, 1]]",,{2},{2}
15480.a.743040.1,"[[1, 1, 0, -1, -2, 0, 1], [0, 1]]",,{},{}
15488.a.15488.1,"[[-10, 44, -32, -10, 12, 0, -1], [0, 1]]",,{2},{2}
15488.b.247808.1,"[[-5, 2, -3, 2], [0, 0, 1, 1]]",,{2},{2}
15488.c.247808.1,"[[91, 155, 70, -7, -9], [0, 1, 0, 1]]",,"{2, 3}",{2}
15490.a.15490.1,"[[1, -1, -6, 0, 6, 1, -1], [1, 1, 1]]",,{2},{2}
15492.a.495744.1,"[[-4, -9, -10, -5, 0, 1], [1, 0, 0, 1]]",,{},{}
15496.a.123968.1,"[[0, -2, 2, 0, -1], [0, 1, 0, 1]]",,{2},{2}
15504.a.62016.1,"[[-1, 3, -5, 1, 6, -2, -3], [1]]",,{2},{}
15509.a.15509.1,"[[3, 0, -3, -2, 1, 1], [1]]",,{2},{}
15512.a.992768.1,"[[-5, 3, 4, -1, -2], [0, 1, 0, 1]]",,"{2, 7}",{7}
15518.a.15518.1,"[[0, -1, -1, 0, 0, -1, -1], [1, 1, 1]]",,{},{}
15519.a.46557.1,"[[-1, 0, 0, -1], [1, 1, 1, 1]]",,{2},{}
15521.a.170731.1,"[[0, 1, 2, 1, 2, 1], [0, 1]]",,{2},{2}
15521.a.170731.2,"[[2, 23, 85, 88, -48, 1], [0, 0, 1]]",,{2},{2}
15521.b.170731.1,"[[0, -11, -20, -9, 1, 1], [0, 1]]",,{2},{2}
15522.a.93132.1,"[[-2, -1, 3, 0, -1], [0, 0, 1, 1]]",,{2},{2}
15523.a.15523.1,"[[0, 1, 7, 15, 7, 1], [0, 1]]",,{2},{2}
15523.a.15523.2,"[[-1, 3, -1, -9, 0, 1, -3], [1, 1]]",,{2},{2}
15525.a.77625.1,"[[-1, 1, -4, 3, -4, 1], [1, 1, 0, 1]]",,"{2, 3}",{}
15525.b.232875.1,"[[-1, 4, -10, -1, 5, 0, -1], [0, 1, 0, 1]]",,{2},{2}
15525.c.698625.1,"[[0, 0, -1, 1, -1, 0, 1], [1, 1, 0, 1]]",,"{2, 3}",{3}
15527.a.15527.1,"[[0, -2, 4, 2, -3], [1, 0, 0, 1]]",,{},{}
15528.a.31056.1,"[[0, 0, 0, -2, 0, 0, 1], [1, 1]]",,{2},{}
15536.a.62144.1,"[[0, 0, -2, 0, 4, 2], [1]]",,"{2, 5}",{5}
15538.a.31076.1,"[[2, -1, -2], [1, 0, 0, 1]]",,{2},{}
15540.a.186480.1,"[[0, 1, 5, 1, -3], [1, 0, 0, 1]]",,{2},{}
15545.a.77725.1,"[[2, -3, 0, 3, 2, 1], [0, 0, 0, 1]]",,{2},{}
15548.b.248768.1,"[[1, 1, 0, 2, -1, -3, 1], [1, 1, 0, 1]]",,"{2, 3}",{3}
15552.a.15552.1,"[[0, 0, -3, 0, 5, -2, -1], [1, 1]]",,{2},{2}
15552.b.186624.1,"[[0, 3, -3, -3, 2, 1], []]",,{2},{2}
15559.a.15559.1,"[[2, 3, 2], [1, 1, 1, 1]]",,{},{}
15568.a.249088.1,"[[0, 0, 0, 1, 0, 2], [1, 1]]",,{2},{2}
15570.a.420390.1,"[[-1, -3, -2, 1, -1], [1, 0, 0, 1]]",,{2},{2}
15576.a.841104.1,"[[1, 4, 0, 19, -4, 18], [1, 1]]",,{2},{2}
15604.a.998656.1,"[[0, 1, -3, 4, -3], [1, 0, 0, 1]]",,{2},{}
15610.a.31220.1,"[[-1, -1, -5, 0, -7, 1, -3], [1, 1, 1]]",,{2},{2}
15612.a.499584.1,"[[-1, 1, -1, 0, -1, 0, -1], [1, 0, 0, 1]]",,{},{}
15613.a.15613.1,"[[0, -1, 1, 0, 1], [0, 1, 0, 1]]",,{2},{}
